제목,지역,소분류,성별,내용
[굿네이버스 경기구리남양주지부] GN동아리 두드림 7기 모집,경기,구리시,공통,"1)모집분야- 성폭력예방인형극 팀 : 아동권리 강사로 활동하며 성폭력 위험상황과 대처방법에 대해 교육 (주중 1회 오전 9시~12시)- 캠페인팀 : 캠페인 기획 및 가두캠페인 진행 (아동 학대 국민감시단, step for water 등)- 멘토링 팀 : 심리, 정서적 지원이 필요한 아동들에게 1:1 멘토링 진행 (활동 요일 추후 협의)2)활동 기간- 2019년 2월 ~ 2020년 2월 (활동 시간 조정 가능)3)모집대상- 아이들을 사랑하는 마음을 가지고, 1년이상 활동 가능한 대학생 및 휴학생4)신청방법- http://gngn.goodneighbors.kr/gngngn/board/cd118102101/info/27221  굿네이버스 좋은마음센터 경기구리남양주지부 홈페이지-공지사항-두드림 7기모집  첨부 파일 다운로드 하여 gngn@gni.kr 메일 접수- 서류 합격자 개별 연락5)특전- 자원봉사확인증발급- 굿네이버스 활동 경험 및 NGO활동 경험 *문의☎ : 031-524-9922 이혜수 간사많은 지원 부탁드립니다♡※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/31),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 서울동작] 이동멘토 모집합니다! ,서울,관악구,공통,"1. 활동명: 이동학습멘토 2. 지원자격:개월 이상 정기적 활동 가능하신 분시간약속 잘 지키시는 분아이들을 좋아하시는 분 3. 활동기간: 면접 후 일정 개별 통지 4. 활동내용:- 동작·관악 지역 심리치료센터 이용 아동을 대상으로 센터에 안전하게 도착하고 가정에 다시 귀가할 수 있도록 동주 1회 정해진 요일에 아동과 동행하며 상담, 안전지도 등을 통해 친밀감 형성 및 정서적 지원. 5. 모집일정: 상시모집 6. 활동혜택:- 자원봉사시간 VMS 발급, 이후 굿네이버스에서 진행하는 행사 및 활동 참가 시 우선권 부여이동멘토 교통비 지원 7. 지원방법강지연 간사(jykang@gni.kr) 이메일로 [이름/연락처/가능요일/가능시간] 작성하여 발송 8. 문의사항: 굿네이버스 좋은마음센터 서울동작(02-814-1391) 강지연 간사. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/31),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 경기1본부]  펀드레이징 분야 NGO봉사단 2기 모집,경기,성남시,공통,"★펀드레이징 분야의 전문가로서의 꿈을 키울 수 있는 굿네이버스 경기1본부 NGO봉사단 2기를 모집합니다★(VMS사이트 접수) 굿네이버스는 1991년 한국에서 설립되어 국내 최초로 UN 경제사회이사회(UN ECOSOC)로부터 포괄적협의지위(General Consultatice Status)를 부여받은 국제구호개발 NGO입니다. 또한 굶주림 없는 세상, 더불어 사는 세상을 만들기 위해 해외 35개국, 국내 52개 지부에서 전문사회복지사업을 수행하는 기관입니다.  [특전]-직접 캠페이너로서 굿네이버스 사업에 대해 이해하고 체험할 수 있는 절호의 기회!-뻔~~한 대외활동이 아닌 나만의 스토리를 만들 수 있는 기회!-말로만 들었던 어려운 펀드레이징을 쉽게 재밌게 알 수 있는 기회!-유쾌한 굿네이버스 직원이 전해주는 입사 노하우 및 꿀팁 제공 기회!-직원들이 직접 해주는 유익하고 알찬 NGO교육![모집인원] 00명[모집대상]-굿네이버스 사업 및 국제구호개발 NGO활동에 관심이 있는 분-NGO봉사단 활동기간을 성실히 완수할 수 있는 분-굿네이버스 사업 안내에 대해 적극적이고 열정적으로 임할 수 있는 분-봉사정신과 책임감이 강하며 범죄 경력이 없는 자-대학교 재학생, 복학생, 휴학생, 졸업생 등 학력, 거주지역 무관 [활동기간] 13:00~18:00(5시간)/주1~2회(월~금요일 중 선택) [NGO봉사단 활동 혜택]-봉사시간 인증(VMS) 및 NGO봉사단 수료증 지급-굿네이버스 입사 Pre인턴십 제공 (차등 지급)-NGO단체 캠페이너 활동 경험-굿네이버스 사업 및 NGO관련 교육 제공 [활동내용]-국내외 아이들의 좋은 변화를 만들어 가기 위한 주1회 캠페이너-굿네이버스가 다루고 있는 국내 및 국제이슈를 통한 나눔문화 캠페인 진행-굿네이버스 내 사업 및 행사 참여-거리시민들이 나눔에 동참할 수 있도록 적극적인 캠페이너 활동-SNS를 통한 굿네이버스 홍보활동[2019년 NGO봉사단 일정]-오리엔테이션 진행 : 2019.02.22(금)-중간평가 : 2019.07.03(수)-최종평가회 : 2019.12.17(화)*전 일정 필수 참석 의무*[접수 및 문의방법]-접수: VMS사이트 신청-기타문의: 굿네이버스 경기1본부 문유라 간사-T.031-778-7020*굿네이버스와 함께 세상을 위한 좋은변화를 이루어가는데 동참해주실 여러분들의 적극적인 참여 부탁드립니다* ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 대구동부지부] 우리지역 나눔홍보단 모집,대구,수성구,공통,"[굿네이버스 대구동부지부] 우리지역 아동권리 나눔홍보단 모집-활 동 명:  우리지역 아동권리 나눔홍보단-모집인원 : 4명(토 2명, 일 2명)-모집기간 : 2019년 1월 17일 ~ 3월 1일-활동기간 : 2019년 2월 ~ 11월                  (주 1회, 토요일 or 일요일 오후)-활동장소 :  CGV대구스타디움점-지원요건 : 1)나눔홍보단으로 지역 빈곤아동을 위해 국내아동권리보호사업에 대한 나눔을 실천할수 있는 자(월 2만원) 2)아동권리 나눔홍보단으로 주 1회 아동권리홍보캠페인 봉사가 가능한 자-지원방법 : 자원봉사 신청 후 문자 필수 !!                        ex) 홍길동 / 아동권리 나눔홍보단 신청합니다.                 담 당 자 : 굿네이버스 대구동부지부 나진규 팀장 / 010-9981-7448* 굿네이버스는 국내 최초로 UN경제사회이사회로부터 최상위 포괄적 협의지위를 부여받은 국제NGO단체로, 국내외 아동을 위한 전문사회복지를 실천하고 있습니다.   * 굿네이버스 좋은마음센터는 정서, 사회적으로 도움이 필요한 아동과 가정에 전문적인 심리치료 및 프로그램, 교육을 제공하여 아동과 가정 나아가 지역사회가 건강하게 성장, 자립할 수 있도록 돕는 심리상담전문제공기관입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/31),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/31),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/18),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~1/18),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 21일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2019. 1. 18(금)※1월 4째주 평일 중 오전 10시, OT 진행 예정(서울재활협회 사무실 방문, 일정 조정 가능)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,강동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21),서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울시장애인재활협회] 정보제공 봉사자 모집(~12/21) ,서울,성동구,공통,"서울시장애인재활협회에서 장애인과 장애인 가족의 정보격차해소 지원을 위해 정보제공 봉사자를 모집합니다.서울시 장애/재활 정보제공 및 관련 기관의 서비스를 선별하여 서울시 장애 정보를 한 눈에 볼 수 있는 온라인 사이트에 업로드하는 활동입니다.<활동 안내>1.모집인원 : 대학생 자원봉사자 3명2.활동일시 : 2019년 1월 2일 ~ 2019년 6월 30일 (주 2회, 총 6개월간 활동을 진행하며 차후 활동 연장 가능) 1회 2시간 등록3.황동내용 : 서울 전역 장애 관련 정보 서칭, 업로드4.모집기간 : 2018.11.27(화).~ 2018. 12. 21(금) 16:00.※12/26(수) 또는 12/27(목) 오전 10시, OT 진행 예정(서울재활협회 사무실 방문)5. 신청방법 -봉사 신청 후, ""이메일""로 아래 내용을 전달해주시기 바랍니다.※""정보제공 봉사자 신청"" ←꼭 봉사명 추가하세요!  이름/성별/나이/소속(학교,학과)/개인연락처/이메일주소/장애유무(유형)/VMS ID 인적사항을 '메일'로 전달주신 분들에 한해   접수 순 연락 예정.6. 문 의 : 담당 김정 (02-2637-4161,  rikorea-seoul@naver.com)★ 활동시간 조정이 가능한 봉사입니다.  궁금하신 내용이 있으시다면 편하게 연락 바랍니다 ★ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
