제목,지역,소분류,성별,내용
장애인목용봉사보조,충남,천안시,공통,"장애인활동지원서비스센터로 주로 재가장애인목욕서비스 보조역할을 하게됩니다. 즉, 수건챙기기, 비누챙기기, 목욕물받기, 부축하기, 이동도움주기, 지켜보기 등등 입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[광교종합사회복지관] 도시락 전달 자원봉사자 모집-지역2,경기,수원시,공통,수원시 영통구에 위치한 광교종합사회복지관에서 '무료급식사업 도시락 배달'에 참여하실 자원봉사자를 모집합니다.일반적인 도시락 배달 봉사와 달리 도시락을 배달을 통해 이웃을 만나며 의미있는 시간을 보내고자 하시는 봉사자를 모집하고자 합니다.편하신 평일 오전 시간대에 자원봉사를 하며 새로운 이웃도 만나고 같이 활동하시는 봉사자분들과 소통할 수 있는 즐거운 시간입니다.따뜻한 마음을 가진 누구나 참여 가능합니다.^^- 일시 : 월~금 11:00~12:00 (요일 선택 가능)- 도시락 배달지 : 수원시 영통구 광교 휴먼시아 32단지 아파트 내- 도보로 배달- 자원봉사 신청 후 담당자에게 전화 연락 부탁드립니다.(070-4754-9935)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[신목복지관] <긴급!!>도시락조리 및 배달 봉사자 모집합니다.,서울,양천구,공통,"서울 양천구 신정2동에 위치한 신목종합사회복지관입니다.신목복지관에서는 저소득 어르신을 위한 도시락 배달 및 조리 봉사자를 모집합니다.많은 신청 부탁드립니다.1. 활동내용 : 도시락 배달 및 조리 (둘 중 한가지 활동 선택 가능합니다)2. 봉사일시 : 평일 오전 (요일  협의 가능)3. 활동장소 : 신목종합사회복지관 인근 아파트4. 활동인원 : 총 7명5. 자격요건 : 봉사활동에 꾸준하게 참여 가능한 분   양천아파트, 우성아파트의 경우 자차 운전 가능하신 분   그 외 지역은 구르마나 바구니를 통해서 봉사 가능하신 분6. 문의 : 강효손 사회복지사 02-2223-8807(담당자 직통번호) or 02-2643-7222(대표번호)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[고양시/일산서구] 어르신생신잔치 진행에 도움을 주실 수 있는 봉사자를 모집합니다,경기,고양시,공통,안녕하세요! 우리 문촌9종합복지관에서는 매월 첫째주 금요일에 어르신 생신잔치를 진행하고 있습니다.생신을 축하받으시는 어르신들의 댁에 방문해 선물을 전달하고 이야기를 나눌 수 있는 봉사자를 모집하고자 하오니 많은 관심부탁드립니다.일시: 2019년 매월 첫째주 금요일 오후 1시 이후(시간은 변동 가능)장소: 고양시문촌9종합사회복지관 및 문촌마을 9단지활동내용: 어르신 댁을 방문하여 선물 전달 및 말벗담당자: 석영근 사회복지사(031-917-0202)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
미용봉사,인천,남동구,공통,남동구 위치한 봄날요양원입니다.어르신들을  위한  미용 봉사를 원합니다.요일과 시간은 봉사자 선택입니다.연락  주시면 감사하겠습니다.032-425-8001시설장 010-7190-2600※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
남성노인 목욕탕 동행 및 낙상 예방 봉사활동,광주,동구,남,대인동에 거주하고 계시는 치매 남성 노인입니다.재가 목욕차량 서비스를 이용하고 계시다가 서비스가 마음에 들지 않아서 목욕탕에 가기를 원하십니다.어르신을 모시고 목욕탕에 모셔다 드리면 넘어지지 않도록 붙잡아 드리고 간단히 샤워 할 수 있도록 도와드리면 됩니다.기분 변화가 있을 수 있으니 어르신을 잘 달래드릴 수 있는 능숙한 분이면 좋겠습니다. 상시로 이어지면 좋겠구요비용은 센터에서 해결합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
노인주간보호센터 미술수업하실 분 구합니다.,인천,서구,공통,"인천 서구 두드림주간보호센터에서는 어르신들 미술수업을 하실 강사분을 구합니다. 1. 모집대상 : 미술수업강사2. 기간 : 2019년 2월 1일 ~ 2019년 12월 31일3. 주기 : 주 1회 오전 11시~12시(1시간)4. 인원 : 2명5. 기타 : 남녀구분이 없으며 어르신을 좋아하시는 분6. 연락처 ; 032-563-3388,  010-8911-4897(사회복지사)            인천 서구 심곡로78 도시빌딩 2층, 4층, 5층 (국제성모병원앞)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
미술선생님/미술치료선생님,경기,파주시,공통,"초등생16명 중등생6명이 오는 아동센터 입니다.이 아동들에게 미술이라는 시간의 작업활동이 필요한 시기인데,  파주문산근처의 외진곳이라 선생님을 초빙하거나, 자원봉사자를 초빙하기가 어려운 곳이라, 이곳에 올리게 되었습니다.  다문화가족의 아이들과, 맞벌이가정 한부모가정의 아이들에게, 정서지원이 필요한 미술치료및 미술수업을 진행해 주실 선생님을 찾습니다. 주1회 2시간 정도 봉사해주실수 있으신 분의 연락을 기다립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[시흥시노인종합복지관] 이미용봉사자 모집,경기,시흥시,공통,시흥시노인종합복지관 이미용 봉사자를 모집합니다◎ 활동시기 : 월~금 (일정협의가능)◎ 활동내용 : 저소득 어르신 가정에 방문하여 방문이미용(컷트) 봉사활동◎ 활동장소 : 능곡동 및 시흥 지역(지역은 조정 가능)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
거동불편 노인 차량 이용시 보조지원 봉사자,경북,구미시,공통,지역에 거주하는 독거노인 중 순천향대학병원에서 혈액투석을 받는 어르신이 있습니다.어르신이 투석 후 집까지 돌아가시는데 부축해줄 봉사자가 필요합니다.거동은 가능하나 어지럼증을 호소하여 옆에서 부축이 필요한 사항입니다.순천향대학교병원에서 어르신과 함께 장애인 차량을 이용해서 사곡동 어르신 자택까지 모셔다 드리는 것까지 봉사가 해당됩니다. 매주 금요일마다 투석을 다니셔서 매주 금요일마다 오후 2시부터 3시까지 (1시간) 봉사를 해주실 분을 모집합니다.  크게 어렵지 않으며 차량도 장애인 차량을 이용해서 가기 때문에 옆에서 부축만 해주시면 됩니다.더 자세한 사항은 유선으로 문의주세요.친절하게 안내해드리겠습니다.강동재가노인지원서비스센터 사회복지사 김도연 ☎ 473-4008※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
아동학습지도,서울,용산구,공통,겨울방학 아동학습지도  체험활동 보조진행  봉사자의 전공에 의한 교육 활동 가능※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
2019년 홈닥터 서비스 봉사단 모집,부산,해운대구,공통,"부산 반석종합사회복지관에서 2019년 홈닥터 서비스 봉사단을 모집합니다.홈닥터서비스란, 주거환경 관리가 취약한 가정내에 방문하여 위생 및 청결상태를 개선하고 건강한 주거생활을 위한 환경 조성을 제공합니다. 1. 봉사활동 내용 : 집안 정리 및 청소, 집안 청결 방법 안내, 자가위생물품지원(세제, 고무장갑, 걸레 등) 2. 모집기간 : 2018. 12.10(월)~2018.12.31.(월) 3. 모집인원 : 10명 모집 3. 봉사일시 : 월 1회 방문(자세한 일정은 추후공지하며 협의가능)4. 신청방법 : 전화 또는 VMS신청 5. 활동시 혜택 : 봉사시간 부여 6. 자원봉사 활동기간 : 2019년 1월~2019년 10월 7. 문의 : 서은애 사회복지사(051-542-0196) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
아동관리 및 학습지도,경북,경주시,공통,학습지도 대상  - 초등생 및 중.고등학생 학습지도 학습과목 - 초등생 (수학.영어)  중.고등학생(수학.영어.컴퓨터 자격증(워드.컴활)) 봉사시간 - 시간 협의 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[남양주보훈요양원]전문 ★미용자원봉사자★ 모집,경기,남양주시,공통,"안녕하세요 한국보훈복지의료공단 남양주보훈요양원입니다.입소어르신들에게 미용을 해주실 전문 자원봉사자를 모집합니다.가. 희망일시: 월 1~2회나. 시간 및 인원: 자원봉사자와 협의 후 진행다. 봉사장소: 남양주보훈요양원(경기도 남양주시 덕송2로 71)라. 봉사내용: 입소어르신에게 미용봉사마. 신청방법-전화접수만 가능(031-579-7012, 강민지사회복지사)-담당자 업무시간(08:30~17:30)어르신들께서 위생적이고 쾌적한 일상생활을 보내실 수 있도록 자원봉사자님들의 도움이 필요합니다,많은 지원 부탁드립니다. 감사합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
어르신 활동 보조 및 일반 사무보조,경기,성남시,공통,어르신 활동 보조 및 일반 사무업무 보조 해주실자원봉사자분 모집합니다.봉사활동 신청은 반드시 전화 신청 부탁드립니다.연락처 : 031-707-8790~1※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
아동학습보조 봉사자 ,제주,서귀포시,공통,아동들의 국어 수학 학습을 보조해 주시고 함께 놀아주실 수 있는 분들 부탁드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[글로리병원] 입원환우대상 이미용봉사자모집,인천,부평구,공통," 글로리병원에서 이미용봉사자를 급히 모십니다.* 봉사일자 : 매주 수요일 정기봉사* 봉사시간 : 10:00 ~ 11:30 * VMS 시간 입력, 점심식사제공  - 신청은 전화 또는 vms로 해주시기 바랍니다.  ☎032-518-9001※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
어르신 미용 보조.,경기,김포시,공통,"저희 주간보호센터 선생님들이 어르신 목욕을 끝낸 후,1. 마스크팩 붙이기2. 손톱깎이3. 머리 말려주기세 가지 해주실 봉사자 모십니다.^^매주 수요일 오후 두시부터 네시까지 정기적으로 해주실 수 있는 분!!!!!많은 지원 바랍니다.감사합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
정을 나누는 반찬지원,경기,안산시,공통,"저희 상록재가노인지원서비스센터에서는 독거 어르신들을 위한 밑반찬 지원사업을 운영하고 있습니다. 어르신들을 공경하는 마음가짐과 성실성만 있다면 누구나 환영합니다.봉사자 여러분들의 따뜻한 손길을 기다리겠습니다 ♡~1. 봉사기간 : 매주 수 10:30 ~ 12:30(2시간)2. 봉사내용 : 밑반찬 배달3. 모집인원 : 0명(상시 모집) *자차이용 가능자4. 신청방법 : 이메일 지원(lsh2127@nate.net) - 이름, 연락처, 기간, 시작가능일5. 봉사혜택 : VMS 인증6. 기관위치 : 안산시시외버스정류장옆 롯데마트 건너편 성어공원 내 건물7. 문의사항 : 이성희 사회복지사(031-414-2271~2)  ※ 친구분과 함께 봉사 가능, 단체 봉사활동 환영합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
도시락배달,강원,동해시,공통,"도시락배달 봉사자를 모집합니다- 차량봉사자(수요일, 목요일)가능- 배달봉사자(요일상관없음)09:30~11:40분까지(상황에따라 일찍마치거나 조금 늦어질수 있음)** 봉사자분들께는 무료식사가 제공됩니다**매일오셔도 되고 주1회 요일지정하셔도 됩니다.본 기관에서는 주5회로 대상자 100분어르신들께 식사를 배달해 드리고 있습니다※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
단원구노인복지관 어르신 식사(도시락)  배달 자원활동가 모집,경기,안산시,공통,안산시 단원구 선부동에 위치한 단원구노인복지관입니다. 단원구노인복지관에서는 재가복지사업으로 어르신 가정에 도시락 배달을 진행하고 있습니다. 도시락 배달을 도와주실 자원봉사자를 모집하고 있으니 많은 관심과 참여바랍니다. *일시 : 매주 목요일 10:30~12:30 *장소 : 안산시 단원구 내 어르신가정 20곳 *모집인원 : 2명 *자격요건 : 20세 이상 운전면허 소지자 및 자차 이용 가능한자 * 문의 : 지역사회조직팀 황미영 사회복지사(031-489-5022)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
요양원 이미용봉사 선생님 모십니다,경기,시흥시,공통,요양원에서 미용봉사해주실 봉사자 선생님을 애타게 기다리고 있습니다.어르신은 49분 계시고봉사 주기는 담당자와 상담후 정하시면 됩니다.연락많이 주세요~^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[길음종합사회복지관] 학습멘토링 멘토 자원봉사자 모집!,서울,성북구,여,"길음종합사회복지관과 함께하는 학습멘토링 멘토 자원봉사자 모집!길음복지관에서는 저소득 가정의 청소년들이 학습 및 정서적인 도움을 받을 수 있도록 학습멘토링 자원봉사자를 모집하고 있습니다.자세한 사항은 아래의 내용을 참고하여 주시고, 많은 분들의 관심과 따뜻한 참여 부탁드립니다^^-모집부문 : 아동청소년의 멘토가 되어줄 수 있는 대학생 멘토 모집-기간 : 2018년 11월부터 1년 이상-활동내용: 1:1 개별 멘토링 활동(멘티의 관심 분야 멘토링 - 영어, 수학 등)-모집안내 1) vms 자원봉사자 모집 글의 신청 2) 길음종합사회복지관 홈페이지 자원봉사 신청(www.guswc.org 접속 -> 나눔과참여 -> 봉사자모집 -> 학습멘토링 자원봉사자 모집 신청 3) 02-985-0161 마을동행팀 신청-모집대상 1) 1년 이상 지속적으로 성실하게 활동 가능한 여자 대학생 2) 아동 청소년에게 관심이 많고 친절하게 멘토 활동이 가능한 여자 대학생-활동혜택 1) VMS 봉사시간 등록 2) 교재비 지원 3) 멘토 모임을 통한 다양한 인적 네트워크 형성-문의: 02-985-0161 마을동행팀※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
자원봉사,대전,서구,공통,"1. 봉사내용  :  어르신 식사, 목욕 등 케어, 프로그램 지원2. 봉사시간  :  월~금 :오전09:00~오후18:00 토 : 오전09:00~16:00(시간내 조절가능)3. 모집기간  :  수시 (정기, 비정기) 가능4. 주      소  :  대전 서구 월평로68, 5층 (귀남빌딜or영동빌딩)5. 연  락  처 :  담당자 010-3255-61411) VMS 가입후 문의사항은 전화주세요2) 정기적으로 봉사활동 가능하시면 좋겠습니다.6. 봉사자 유형 : 학생은 고등학생이상 봉사가능합니다.                     초, 중학생은 보호자 또는 인솔자가 함께해야 봉사가능합니다※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[성민종합사회복지관] 밑반찬배달 자원봉사자를 모집합니다.,서울,관악구,공통,"안녕하세요 관악구 삼성동에 위치한 성민종합사회복지관입니다.성민종합사회복지관에서는 지역 내 따뜻한 식사가 필요한 저소득 어르신들에게 밑반찬을 제공하고 있습니다.이에 어르신 급식봉사에 관심있는 성실하고 책임감있는 성인 자원봉사자를 모집합니다.1. 모집대상: 20세 이상 성인 누구나2. 모집인원: 밑반찬배달 2명3. 시간: 주 1회(화요일 또는 금요일), 12:40~15:40(3시간), 13:20~15:20(2시간), 요일 및 시간 조정가능4. 장소: 복지관 및 어르신가정5. 내용: 밑반찬 포장, 밑반찬 배달, 밑반찬 용기 세척 등6. 비고: 밑반찬 배달사업은 연중 상시 운영되므로 1개월 이상 장기 자원봉사자를 모집합니다. 7. 문의: 이송미 사회복지사 (02-876-0900)함께해주셔서 감사합니다^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
한글교육가정자원봉사자 모집!,부산,사하구,여,"저희 평화재가노인지원서비스센터에서는 한글을 깨우치지 못한 어르신댁으로 찾아가서 한글교육 및 말벗을 하실 가정자원봉사자를 찾고 있습니다.아래를 참고하시어 봉사활동에 참여함으로 사랑과 나눔을 실천하시길 바랍니다.일시:주1회1시간씩(시간조정가능)지역:괴정1명,대티1명,신평1명*혜택:자원봉사활동시간 부여 및 한글교재에 대한 구입 및 기부금 영수증 발급가능 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
울림합창단 단원 모집(세대통합),인천,서구,공통,"인천기독교종합사회복지관에서 세대통합과 관계증진을 위한 울림합창단 단원을 모집합니다~~~*활동 일정 - 2018년 11월 ~2019년 4월 (매주 수요일) / 오후 3시부터 오후 5시까지 *활동 내용 - 세대통합과 관계증진을 위한 울림합창단 단원으로 전문합창지휘자의 지휘에 맞춰 합창연습 후복지관 70주년 기념 행사 시 합창공연 진행 예정입니다!!(활동시간에 따른 봉사시간 실적 부여합니다!!!) *활동 조건 - 전문합창단이 아닌 울림과 감동을 주는 세대통합합창단으로, 노래를 잘 하지 못해도 전혀 상관이 없으며!!!   음악과 노래, 합창을 좋아하는 마음만 있다면 누구든 환영합니다^^*""너와 나, 우리""의 마음에""울림""을 주는 울림합창단에서 친구도 만들고 합창도 하며 즐거운 경험을 쌓아보세요~~^^  많은 관심과 신청 부탁드립니다~~김주은사회복지사(070-8915-3296)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
***정기 자봉 모집***만덕종합사회복지관***밑반찬배달 자봉모집,부산,북구,공통,"내용 : 밑반찬배달일시 : 매주 화, 금(택1 가능, 택2 가능) 13:30~15:30(2시간)장소 : 만덕동 일대담당자 : 신대철 사회복지사 051-332-8004* 정기적으로 꾸준히 가능 하신분 모집합니다!!!최소 3개월 이상 가능하신분 신청 부탁드립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이미용봉사,대구,남구,여,여성노숙인을 대상으로 미용 봉사를 해 주실 분을 모집 합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
홍보및 컴퓨터,경남,창원시,공통,"다양터 컴퓨자료 보조업무 및 자료 발송노인 복지사업및 프로그램 개발에 관심있으신분 환영봉사 시간. 장소 자유업무보조에따라 포상있습니다.부산,창원, 많은 지원 바랍니다.차량 소유자 우대 합니다.자원봉사 소모임 공간도 있습니다.함께활동하며 소통하는 자리로 만들어갈수 있기를 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
성모요양원 미용봉사자 모집,인천,서구,공통,매주나 격주로 정기적으로 어르신들을 위해 미용봉사하실분 모집합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
방문 이미용 서비스,부산,사하구,공통,"두송복지관에서 진행하고 있는 ‘방문 이미용 서비스’ 에 재능을 나눠주실 마음 따뜻하고 성실한 자원봉사자를 모집합니다. 1. 사업명 : 방문 이미용 서비스 2. 일시 : 매월 셋째주 화요일 09:00~12:00(봉사자 개인 일정에 따른 조정 가능) 3. 장소 : 두송종합사회복지관(다대2동 4지구 BMC아파트) 4. 봉사대상 : 신체적, 경제적으로 어려움이 있는 장애인 및 노인 5. 모집인원 : 2명(여자 이미용 봉사자 1명, 남자 이미용봉사자 1명) 6. 내용 : 이미용 봉사(컷트) 7. 담당자 : 사회복지사 서승욱(T. 265-9471) ***** 원활한 봉사자 모집을 위하여 VMS로 봉사활동 신청 후, 복지관으로 연락(T. 265-9471) 부탁드립니다. *****※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재가어르신 이미용서비스,울산,남구,공통,"안녕하세요. 디딤돌재가노인지원서비스센터입니다.어르신들을 위한 이미용봉사자를 모집하고있습니다.1. 일시 : 매월 셋째주 목 오전(9시~11시)2. 장소 : 남부교회3. 활동내용 : 어르신 대상 염색 봉사4. 지원자격 : - 성별무관, 연령무관, 책임감있고 지속적으로 봉사해주실 분 - 컷트 봉사자는 기존에 있어 어르신 대상 염색 봉사 가능하신 분(전문적인 기술X) - 염색할 수 있는 분이면 누구나 환영 합니다.15명 내외 어르신들이 이미용서비스를 받고있습니다.어르신들을 위한 이미용서비스 봉사가 가능하신 분들은 연락하여 주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
밑반찬 포장 및 배달 봉사자 모집,경기,성남시,공통,"봉  사  명 : 밑반찬 배달 서비스봉사 일시 : 2018년 10월 ~ 2019년 12월 31일봉사 시간 : 매주 금요일 오전 09:00~12:00모집 인원 : 00명봉사 장소 : 재가복지어르신 중 밑반찬 서비스 대상자봉사 혜택 : 봉사시간인정 및 봉사 인증서 발급 등활동 방법 : 1인 혹은 2인 1조로 복지관에서 도시락 포장 후 담당 어르신댁으로 밑반찬 배달 및 통 수거               담당어르신 방문 시 가까운 거리는 도보 이동, 먼거리의 경우 복지관 제공 교통카드 이용 혹은 자차 이동               날씨 상황을 고려하여 냉？난방 용품, 우의, 아이젠 등 제공재가 복지에 관심있는 분들의 많은 관심과 참여 부탁드립니다~!※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★★ 이미용 자원봉사자를 모집합니다!!! ^^ ★★,광주,북구,공통,"안녕하세요. 시민종합사회복지관입니다.저희 복지관에서는 더불어 나누는 지역사회를 위해 이미용 자원봉사자를 모집합니다 ^^매 월 넷째주 금요일 지역 내 어르신들을 대상으로 진행될 예정이며, 오전 10시부터 오후 12시까지 진행됩니다.시간은 조정 가능합니다 ^^ 많은 관심 부탁드립니다 ~자원봉사 활동 참여를 희망하신 분께서는 연락부탁드리겠습니다 ^^!Tel. 062)571-4100 이다흰 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이/미용 자원봉사자 모집,대구,수성구,공통,"*이/미용 자원봉사자 모집(긴급)-일정 : 매월 1회(09:00~18:00 중, 주말 제외)-장소 : 마야노인복지센터(대구 수성구 공경로 55-3, 2층 / 만촌동)-대상 : 어르신-내용 : 커트, 펌*센터에 이/미용(커트, 펌) 할 수 있는 물품 구비되어 있습니다.*활동을 희망하시는 분은 지체 없이 전화주세요! 053-744-4393※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
강동구 행복데이케어센터 프로그램 강사 모집,서울,강동구,공통,"저희 행복데이케어센터는 강동구 암사동 암사종합시장인근에 위치하고 있습니다.데이케어센터에서 어르신들을 위해 프로그램을 진행해주실 강사분을 모집하오니 많은 지원 바랍니다. ^^1. 일   시 : 매주 1회(날짜 및 시간 조정가능합니다)2. 대상자 : 치매 및 노인성 질환 어르신들3. 프로그램종류:  노래교실, 한글교실, 미술교실, 체육신체활동, 전래동화 등*강사분들의 기간에 맞춰서 봉사기간을 정하며 프로그램 종류는 강사님들께 맞추어 진행하도록 하겠습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
강동구 행복데이케어센터 자원봉사자 모집,서울,강동구,공통,"저희 행복데이케어센터는 강동구 암사동 암사종합시장인근에 위치하고 있습니다.프로그램 진행에 따른 보조 및 식사보조, 케어보조, 송영보조, 청소 등 자원봉사자를 모집하고 있으니 많은 관심과 신청 부탁드립니다.1. 내용: 프로그램 보조, 식사보조, 케어보조, 송영보조, 청소 등2. 일시: 매주 월~금요일 오전 9시~13시 / 14시~18시         운영시간 중 상시 가능(요일 및 시간 조정 가능합니다)     3. 대상: 20세 이상4. 위치: 서울 강동구 올림픽로98길30, 탑스빌딩 3층 (암사종합시장 부근)5. 문의 및 접수: 행복데이케어센터 센터장 장혁재 010-5388-7708   (*신청 원하시는 분은 문자로 성별, 나이, 이름, 원하는 요일과 시간, 몇회 가능 여부를 문자로 알려주시면 됩니다. )  * VMS 신청 후 반드시 문자를 남겨주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
차량지원및 독거노인 봉사,부산,부산진구,공통,독거어르신 전화상담및  치매가족 교육지원사업입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
창천노인복지센터 도시락배달 봉사자 모집,서울,서대문구,공통,"-봉사기간 : 2019.02.18 ~ 2019.12.31-봉사일시 : 월, 금 11:30 ~ 12:30-봉사내용 : 서대문구 저소득 가정 도시락 배달 봉사-문의 : 02-364-0315 강두원 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재가노인식사배달(도시락배달) 자원봉사자모집,충북,충주시,공통,현재 100여명의 재가 어르신들께 매일 도시락을 배달해 드립니다. 9시~12시사이에 가능한 시간에 오셔서 배달 해주시면 되구요도보로 이용가능한 곳자가로 이용가능한 곳이 있습니다.도보는 복지관 근처에 있는 아파트 단지에 배달합니다.자가는 본인의 차량으로 시내지역을 배달합니다.혹여 못 볼수 있으니 기관으로 꼭 연락주세요^^  043-855-3000※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
주말(토요일) 어르신 케어 보조,경기,김포시,공통,"토요일 10시~16시어르신 케어를 보조해 주실 봉사자 모십니다.주된 업무로는 말벗, 프로그램 진행 보조, 거동 보조 등 같이 어울려 주시는 것입니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
환경 관리 봉사.,경기,김포시,공통,센터 내 환경관리 봉사자 모십니다.30개 정도의 화분 관리를 해주실 수 있는 분 모십니다.기간과 주기는 조정가능합니다.감사합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"인지,신체 프로그램 진행자모집",서울,마포구,공통,"안녕하세요 서울종합간호요양센터입니다.센터에서 인지,신체 프로그램 진행자를 모집합니다.서울종합간호요양센터는 치매어르신들을 모시는 주야간센터입니다. 어르신들을 프로그램시간에 맞춰서 강의 해주시면 됩니다.저희 센터 어르신들께서는 중증치매어르신은 안 계시며 밝고 건강한 어르신들이 많이 계십니다 많은 지원 부탁드립니다~프로그램 시간 : 매일 오전프로그램 10시30분~11시30분, 오후 프로그램 14시~15시, 오후 2차 프로그램 15시30분~16시30분 (시간 협의 가능)봉사인원 : 무관주소: 서울시마포구숭문길36 2층 서울종합간호요양센터담당자: 어한규 사회복지사 (02-701-9967서울종합간호요양센터)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이미용 봉사자 모집합니다,부산,중구,공통,송산노인전문요양원에서는 어르신 이미용서비스를 제공할 좋은 자원봉사자님을 모집합니다.날짜와 시간 모두 조율이 가능하오니 저희 요양원과 함께 자원봉사활동을 하고 싶은 봉사자님은 언제든지 연락주시면 감사하겠습니다^^봉사주기는 월 1회 봉사자님이 편하신 일정에 맞출 수 있도록 하겠습니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
독거노인 안부확인 및 정서지원,대구,달성군,공통,"단비노인복지센터에서는 화원, 옥포 일대의 저소득층 독거어르신 140여분에게 재가지원서비스를 드리고 있습니다.1. 일시 : 매주 1~2회 안부전화 및 정서지원봉사(평일 편한시간에 활동가능)평일 월~금 9시 ~ 18시2. 장소 : 대구광역시 달성군 화원읍 성화로 40 단비노인복지센터3. 내용 : 독거노인 안부전화 및 정서지원* 책임감을 가지고 정기적인 봉사활동이 가능하신분을 모집합니다.* 단비노인복지센터 053)643-2013 연락주세요.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
