제목,지역,소분류,성별,내용
[울산남구건강가정·다문화가족지원센터] 사무보조 자원봉사자 모집,울산,남구,여,"[울산남구건강가정·다문화가족지원센터 자원봉사자 모집 공고]울산남구건강가정·다문화가족지원센터에서는 함께 일할 자원봉사자를 다음과 같이 모집하오니 많은 신청 바랍니다. 1. 활동내용 : 사무보조업무2. 자격요건 : 워드, 엑셀, 기타 문서작성 유능자, 매주 1회 정기적으로 봉사 가능한 자3. 활동기간 : 2019년 3월 ~ 2019년 12월, 매주 1~2회(담당자와 추후 상의)4. 모집인원 : 1명5. 봉사활동 장소 : 울산남구건강가정·다문화가족지원센터 사무실(남구 대공원로 84, 옥동 가족문화센터 A동 3층)5. 신청방법 : 070-4402-9978(전화신청)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재가노인지원서비스 업무봉사,부산,부산진구,공통,"부산진구청 위탁 기관 입니다.본 기관은 재가노인지원서비스 및 주야간보호 서비스를 제공하고 있는 재가노인복지센터입니다.위치는 가야 지하철 3번출구에서 산복도로 방향에 있습니다.사무업무 보조 할 자원봉사자 선생님을 찾고 있습니다.기간은 3개월로 지정해두었으나 이후에도 지속적으로 가능한 분을 찾고 있으며,시간 및 요일은 협의하에 이루어지며, 가급적이면 고정으로 오실 수 있는 분을 찾습니다.어르신에게 질 높은 서비스를 제공할 수 있도록 도와주세요^^위치 : 부산진구 엄광로 292전화 : 051-951-0100*반드시 공고글 보시고 개인 휴대폰 및 기관으로 연락을 꼭 주시면 감사하겠습니다*※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★ 자폐성장애인 산행 보조 봉사 ( 사단법인 밀알천사 ) ★,서울,서초구,공통,"자폐성 장애인들의 발전과 자립를 통한 나눔을 실천하는사단법인 밀알천사에서는 매 주 토요일마다 청계산 산행을 진행하고 있습니다.장애인들을 도와 산행을 처음부터 끝까지 함께 해 줄 봉사자를 모집합니다.평소 산행을 즐겨하시는 분들의 많은 참여를 부탁드리고요,아울러 봉사실적도 겸하여 챙겨가실 수 있는 좋은 기회이니까꼭 놓치지 마시기 바랍니다.## 대학생 동아리 또는 직장인 동호회 모임도 적극 환영합니다. ##1. 일   시 : 매주 토요일 오후 2시~6시 (공휴일휴무)2. 장   소 : 청계산 (원터골~옛골)3. 집결지 : 신분당선 청계산역 인근 원터골 입구 오후 1시 50분까지4. 대   상 : 중증 자폐성 장애인 산행 보조5. 준비물 : 산행용품(등산화, 스틱 등), 생수 / 겨울철 아이젠 필수※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
도서관업무봉사,서울,동대문구,공통,"- 금요일 오전 1명(10시~2시, 점심제공), 오후 1명(2시~6시)- 작은도서관 책놀이터 사무보조- 주요업무   . 오전근무자 : 도서관 문열기, 정수기 관리   . 오후봉사자 : 도서관 문 닫기, 정리정돈   . 이용자들이 사용한 컵 설겆이, 쓰레기 정리   . 도서관 전화응대   . 대출/반납. 도서정리- 문의 : 02-6383-2314(10:30~17:30) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
가족봉사단,강원,고성군,공통,복지시설이나 지역환경정화 및 말벗을 위한 자원봉사자모집안내※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
장애·비장애 청소년 통합자원봉사단 ‘WECAN’ 신규단원모집,경기,광명시,공통,"가. 대상 : 광명시 거주 중, 고등학교 재학 중인 정기적, 지속적 봉사가 가능한 청소년 40명나. 활동기간 : 2019년 3월~12월다. 활동내용- 장애인식개선 교육 및 자원봉사 기초 소양교육- 단원 간 관계형성 프로그램- 다양한 계층 대상 봉사활동(계절별 맞춤 활동, 환경정화 활동 등)- 광명시 청소년 나눔축제 기획·진행- 지역 내 축제 참여(어린이날 행사, 오월의 난장 등)- 지역사회 캠페인 등라. 모집기간 : 2월 23일(토) ~ 2월 28일(목) 14시마. 지원방법 : 철산복지관 홈페이지(http://happycs.or.kr) 공지사항 게시글 내 지원서 다운로드 후 작성(사진 반드시 부착) → 방문제출(10시~18시) 및 면접                VMS , 1365를 통한 온라인 신청은 미인정바. 선정기준- 정기적인 봉사활동을 희망하는 중·고등학생 청소년- 자발적이며 지속적으로 봉사활동에 참여 의지가 있는 비장애 청소년※ 장애 청소년의 경우, 학교·유관기관 및 단체·학부모 등의 추천지원 가능합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
스포츠 관련 프로그램 보조,전북,익산시,공통,"안녕하세요! 동산사회복지관입니다.저희 복지관에서는 스포츠 관련 프로그램 자원봉사자를 모집하고 있습니다.일시 : 매주 월요일, 금요일 (16시~19시)장소 : 동산사회복지관봉사활동 내용 : 클라이밍, 볼링, 롤러스케이트, 음악줄넘기, 체성분 검사, 체력검사 활동 보조봉사자격 : 스포츠(체육)관련 자격증 소유자 혹은 스포츠(체육)관련 학과 대학생문의사항 : 063-842-2253(주병규 사회복지사)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[송파구방이복지관]성인발달장애인 볼링교실 교육 봉사자 모집,서울,송파구,공통,"송파구방이복지관에서는 성인발달장애인을 대상으로 볼링교실을 진행함에 따라, 성인발달장애인들의 볼링 자세 또는 방법 등을 지도해주실 수 있는 봉사자를 모집합니다.-일시: 3월~12월 매주 화요일 오후 4시-6시-장소: 송파구 또는 강동구 내 볼링센터-대상: 성인발달장애인-내용: 성인발달장애인 대상 볼링 자세 및 진행 방법 등 지도※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"장애청소년, 장애청년과 함께 하는 나들이 모임 '하늘달리기'",서울,은평구,공통,"*모집대상 : 18세~40세, 활동을 빠지지 않고 참여할 수 있는 분*활동장소 : 서울 지역 *교육날짜 : 3월 30~31일(토~일) 이틀동안 신입자원활동가 교육을 모두 이수해야 합니다.*활동날짜 : 매달 마지막 주 일요일 (4월 28일, 5월 26일, 6월 30일, 7월 28일, 8월 25일/변동가능성있음)*활동시간 : 오전11시~오후5시 (점심은 도시락을 싸와서 먹습니다. 활동종료후 함께 평가하는 시간까지 포함입니다)*기억해주세요 :  나들이장소 답사 및 나들이 외에 프로그램 기획 및 진행까지 자원활동가들이 함께 만들어가는 활동입니다.발달장애인과 함께 살아가는 법을 배우고 다양한 활동을 하고 싶어하는 분들의 신청을 기다립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
클린개포만들기 청소년 봉사자 모집,서울,강남구,공통,"능인종합사회복지관은 강남구 개포동(양재역 5번출구 근처)에 위치해있습니다.청소년 동아리가 특화되어 있으며, 그 중 매년 서울시 지원으로 운영되고 있는 '클린개포만들기'가 대표적입니다.최근 미세먼지 등 어느 지역을 가더라도 환경에 대한 문제가 이슈로 떠오르고 있는데요.이 환경정화활동의 주체로 청소년들이 직접 환경정화소품을 만들거나 길거리 캠페인을 하는 활동을 주로 진행하고 있습니다.정기적이고 의미있는 봉사활동을 찾는 청소년들의 많은 신청 바랍니다.1. 활동기간 : 2019년 3월 4주 ~ 11월 4주 (매월 2, 4주 토)2. 활동시간 : 오전 10:00 ~ 12:003. 활동장소 : 능인종합사회복지관 프로그램실, 인근 지역사회(양재역 5번출구 - 마을버스 강남10번 - 능인선원 하차)4. 활동내용 : 쓰레기줍기, 환경정화 교육, 소품만들기(공기정화 화분, em비누 등), 캠페인5. 참여혜택 : 매회 맛있는 간식 제공, 봉사활동 한 만큼 봉사시간 지급!!!!(1365, VMS)6. 문의/기타 : 02-571-2989 박정희 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
유소년야구교실 프로그램 보조활동,강원,영월군,공통,1. 봉사일자 : 2019-02-22~2019-11-282. 봉사장소 : 영월군 덕포야구장3. 봉사내용 : 유소년야구교실 프로그램 보조활동※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
청소년 생태환경 자치동아리 에코워커 6기를 모집합니다.,서울,종로구,공통," 2019 Be a Young ECO worker환경과의 조화로운 삶을 고민하고 행동하는 청소년, 에코워커를 모집합니다.'에코워커'는 우리가 살고 있는 환경과 건강한 관계를 맺으며 살아가는 방법을 찾아보는 청소년 자치 동아리 입니다.<활동내용> 지역의 환경문제를 해결하고 생태환경을 지키기 위한 실천 프로젝트 전개(자연생태, 생활환경, 물, 에너지, 쓰레기, 환경정책 등)1회차(4월) - 에코워커@혜화 시작 - 오리엔테이션(함께 걸어가기 위해 서로에게 다가가는 시간)2회차(5월) - 에코워커@혜화 되다 - 활동주제 정하기(에코워커@혜화 2019 키워드)3회차(6월) - 에코워커@혜화 활동하다 - 에코워커@혜화 Action Ⅰ4회차(7월) - 에코워커@혜화 활동하다 - 에코워커@혜화 Action Ⅱ5회차(9월) - 에코워커@혜화 활동하다 - 에코워커@혜화 Action Ⅲ(대한민국 친환경대전)6회차(10월) - 에코워커@혜화 활동하다 - 에코워커@혜화 Action Ⅳ7회차(11월) - 에코워커@혜화 활동하다 - 에코워커@혜화 Action Ⅴ8회차(12월) - 에코워커@혜화 되돌아보다 - 활동 정리/2020년 계획<지원방법> 송석복지재단 홈페이지 공지사항(https://goo.gl/8xzJLi)에서 에코워커 지원서를 다운로드 후 이메일(songsukwf@gmail.com) 로 보내주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"[광교종합사회복지관] 아동, 청소년이 행복한 마을만들기 활동",경기,수원시,공통,"수원시 영통구에 위치한 광교종합사회복지관에서 자원봉사자를 모집합니다.-모집 : 대학생 이상 1~2명-일정 : 매주 수요일 16시~18시 / 3월~12월 (일정조율 가능)-활동 : 마을 청소년 5명과 함께 마을활동 기획, 진행-내용 : '아동, 청소년이 행복한 마을만들기'를 주제로 청소년들과 직접 활동을 기획하고 준비    ex) 마을탐방 후 소개지 작성 / 동네 주민 인터뷰 / 마을퀴즈대회 등 청소년과 함께 기획*혜택 : 다과 지원, 자원봉사시간 인정※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재능기부봉사,대구,달성군,공통,"재능기부봉사를 해주실 봉사자를 모집합니다.매일 반복되는 지루한 일상생활에서 벗어나 즐거움을 선사해주세요.네일아트, 노래공연, 종이공예 등 다양한 분야로 모집 중입니다. 봉사 일정은 협의 후 변경가능하오니, 언제든 편하게 문의해주시기 바랍니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[송파구방이복지관]성인발달장애인 볼링 교육 봉사자 모집,서울,송파구,공통,"송파구방이복지관에서는 성인발달장애인을 대상으로 볼링교실을 진행함에 따라, 성인발달장애인들의 볼링 자세 또는 방법 등을 지도해주실 수 있는 봉사자를 모집합니다.-일시: 3월~12월 매주 화요일 오후 4시-6시-장소: 송파구 또는 강동구 내 볼링센터-대상: 성인발달장애인-내용: 성인발달장애인 대상 볼링 자세 및 진행 방법 등 지도※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청소년문화홍보단 대학생 자원지도자 모집,서울,중구,공통,"<청소년문화홍보단 9,10기 대학생 자원지도자 모집>신청자격: 청소년활동에 관심과 이해가 있는 대학생: 적극적인 태도로 지속적인 봉사활동이 가능한 대학생: 외국어에 관심, 흥미가 있는 대학생(외국어자격 필요없음): 외국인과의 교류에 도전하고 싶은, 전회기 참석 가능한 대학생활동내용<장소>: 서울청소년수련관, 인사동 등 주변관광지<사전모임>: 3월 9일(토) / 10:00~12:00<일시>: 3월~11월 / 토요일 13:00~16:00 / 총 20회<활동내용>: 모둠지도자(4명) - 모둠활동, 홍보활동 지도 및 인솔: 본부지도자(1명) - 진행보조 및 사진촬영<봉사활동>: VMS 자원봉사인증시스템 등록(60시간 이상)지원방법: 서울청소년수련관(www.youthc.or.kr)홈페이지 공지사항에 첨부된 신청서 작성: 첨부된 신청서 작성 ""2019년 청소년 자원지도자 신청서(이름)"": 담당자 이메일(bijou2seul@hanmail.net) 제출, 면접 실시 후 선발신청 및 문의: 070-4268-4343(서울특별시립 서울청소년수련관 복지사업팀 김이슬)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[구미]굿네이버스 경북서부지부 대학생자원봉사동아리 아이나래 11기 모집,경북,구미시,공통,"굿네이버스 경북서부지부 대학생자원봉사동아리 아이나래 11기를 모집합니다!1. 굿네이버스란?▲ 1991년 3월 한국에서 설립되어 소외되고 고통받는 이웃을 위해 세계 35개국과 국내에서 전문사회복지서비스와 구호사업을 수행하고 있는 국제구호개발 NGO입니다2. 굿네이버스 대학생자원봉사동아리는?▲ 굿네이버스 전국 단위로 조직된 대학생 자원봉사동아리로서, 대구지역에서 총 4개의 동아리 구미지역에서 총 1개동아리로 진행되고있습니다.3. 활동개요▲ 동아리명 : 굿네이버스 경북서부지부 대학생자원봉사동아리 아이나래 11기▲ 모집시기 : 2019년 2월 13일 (수) ~ 3월 15일 (금) 13:00▲ 면접일정 : 3월 18일 (월) *시간 추후 공지▲ 발표일자 : 추후 공지▲ 발대식일자 : 3월 23일 (토) *시간 추후 공지 예정▲ 봉사활동기간 : 2019년 3월 말 ~ 12월4. 활동내용 및 모집인원 *활동별 자격요건 및 우대사항, 활동지원혜택 홈페이지 참고(1) 동아리 팀별 활동 -성폭력예방인형극 (유아/초등) - 좋은친구 멘토링 - 지역사회캠페인- 지역아동센터 보조교사(2) 친목도모 활동: 발대식&해단식, 체육대회, 정기모임, MT 5. 지원방법▲ 굿네이버스 경북서부지부 홈페이지 ''공지사항''(http://gumi.goodneighbors.kr/)→ 지원서 다운로드 및 작성 → 메일발송(hjkwon@gni.kr))  → 전화확인 → 접수완료6. 문의▲ 굿네이버스 경북서부지부 권혜진 간사 : 054)462-7273※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
발달장애아동 멘토링 봉사(대학생 봉사)-여자봉사자 모집완료 / 남자봉사자 추가모집,인천,계양구,공통,"* 여자봉사자는 모집완료 입니다! 남자봉사자 추가모집합니다*발달장애아동(초등학생)과 결연되어 함께 활동에 참여할 대학생 봉사자를 모집합니다.3월 부터 시작, 월 1회 세번째 토요일에 진행되며 발달장애아동과 짝이되어 문화체험, 정서지원 프로그램에 참여하는 프로그램입니다.대학생, 휴학생 봉사자 선생님들의 많은 참여 부탁드립니다!참여문의 : 계양종합사회복지관 이다영 사회복지사(032-552-9090) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[가온IL센터]장애인 체육활동(보치아) 진행요원 자원봉사자 모집,서울,마포구,공통,"안녕하세요 가온장애인자립생활센터 입니다.본 센터에서는 장애인의 생활체육 활성화를 위한 보치아 자조모임을 운영하고 있습니다.보치아는 뇌성마비 장애인을 위해 고안된 특수 경기로 6개의 파란색, 빨간색 공을 가지고매 회마다 흰색 표적구에 가장 가까이 던지는 스포츠로 원활한 진행을 위해 자원봉사자를모집하고 있습니다. 많은 신청 부탁드립니다. * 장소 : 서울시 마포구 도화길 37, 도화동 주민센터 4층(1~3주 금요일) / 서울시 마포구 마포대로7길 18 아현동주민센터 4층(마지막주 금요일) * 시간 : 매주 금요일, 16:00~18:00 (매달 마지막주 금요일 15:00~17:00) / 단기적, 일정 조율 가능 * 내용 : 심판, 공줍기, 간식준비 등 보조진행 * 봉사자 유형 : 남녀무관 * 문의 : 070-4700-8987(가온IL센터 담당자 최은주) / 신청 후 꼭 연락부탁드립니다. * 비고 : 중,고등학생의 경우 미리 학교에 봉사실적 적용시간을 확인후 신청바랍니다.  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
감동의마라톤대회 동반주자 모집,서울,영등포구,공통,감동의마라톤대회에 동반주자로 함께 참여해주실 자원봉사자를 모집합니다.* 활 동 일 시 : 2019년 4월 20일 토요일 08:30 ~ 12:30* 장          소 : 여의도 이벤트광장(여의나루역)* 봉사대상자 : 성인 발달장애인* 봉 사 내 용 : 감동의마라톤대회 10km 동반주자 (1시간 내외 소요)* 참 고 사 항 : 편한 복장과 운동화* 접 수 기 간 : 2/28(목)까지* 문 의 사 항 : 메타아카데미주간보호센터 02)471-4032                    (평일 09:00 ~ 18:00 문의 바랍니다)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"청소년동아리 동아리 멘토 모집(네일, 웹툰)",경기,고양시,공통,"<청소년동아리 동아리 멘토 모집>1. 모집인원: 웹툰 전공자, 네일아트 전공자2. 활동요일: 웹툰 월 2회 수요일 / 네일 월 2회 월요일 3. 활동내용: 월 2회 청소년동아리(웹툰, 네일) 활동 멘토링 진행 >> 학생 개별 작품 피드백 및 학교생활, 직업생활 공유 등※ 1~2회의 단회기성 봉사도 받고 있으니, 많은 문의 바랍니다!4. 신청 및 문의: 사회복지사 박소현, 031-839-60455. 관련 내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청소년농구단 자원봉사자 모집,경기,고양시,공통,<청소년농구단 자원봉사자 모집>1. 기간: 2019.03.04.(월)~12.30.(월) 16:00~19:00 2. 내용: 중학교 남학생 농구교육 보조3. 대상: 대학생~성인4. 상황에 따라 요일 및 시간이 변경될 수 있습니다.5. 신청 및 문의: 사회복지사 박소현(031-839-6045)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
장애인청소년 합창단 자원봉사자 모집,대전,중구,공통,"합창음악을 매개로 즐거운 변화를 실천 중인 장애ㆍ비장애 통합 합창단 수시아청소년합창단에서 재능기부 청년단원을 공개 모집합니다. ◎ 사업기간 : 2019년 3월 ~ 11월 매주 목요일 7시~9시(8월 방학) ◎ 모집대상 : 즐겁고 의미 있는 자원봉사 하고자 하는 청년 15명◎ 모집기간 : 2019년 2월 12일(화) ~ 3월 5일(화)까지 신청 ◎ 신청방법 : 온라인 신청서 제출 → https://goo.gl/forms/cotHXljUMl3Gqy953 (드래그하여 복사→새로운 주소창에서 작성후 회신 요청)◎ 활동내용 : 주 1회 합창연습, 외부공연 4회, 정기연주회, 상/하반기 멘토간담회 등◎ 역      할 : 합창단원 혹은 프로그램 STAFF, 청소년 단원의 멘토활동 및 변화관찰(공통)◎ 문      의 : 이유라 담당 (042-252-8365~6)/재활협회 홈페이지 www.doumjigi.com/수시아 홈페이지 http://susiachorus.tistory.com/※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
☆재능기부자 모집 ☆,부산,부산진구,공통,"☆ 당감종합사회복지관 재능기부자 모집 ★함께 배우고 식사하며 나누는 ""밥상공동체"" 프로그램이 개설되었습니다.지역 내 어르신들을 대상으로, 재능을 나눔해주시고, 함께 식사하고 소통하며 활동해주실 지역 주민분들을 모집합니다.식사는 당감복지관에서 제공됩니다.재능 기부 내용은 자유로우머 뜨개질, 간단한 만들기, 미술, 악기, 노래 등진행 기간 : 2019년 3월~12월 (2,4주 목요일) // 오전 09시~11시재능기부를 매개로 지역사회 내 소통을 이루고자 합니다.    아주 간단한 재능도 좋으니 많은 신청과 관심 부탁드립니다.신청 및 문의는 051-896-2320으로 부탁드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
미리내공동체 합창단 음악강사,경기,양주시,공통,미리내공동체 합창단 음악강사저희 미리내공동체에서 이용인 합창단을 구성할려고 합니다~~^^음악에 관련된 일을 하시는 강사분이 오셔서 합창강의 및 이용인 노래강의를 해주시면 됩니다.장소가 조금 외진대라 양주역까지 오시면 저희가 직접 픽업을 하여 모시고 옵니다.!!시간 및 인원은 협의 해주시면 감사하겠습니다.많은 지원 부탁드리겠습니다.~~^^ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
요양원 시설봉사자 모집,경기,군포시,공통,"군포효사랑요양원에서 어르신들과 함께 해주실 봉사자 구합니다.노래,동화구연,율동, 체조, 웃음치료, 원예치료 등 분야에 상관없이 연로하신 어르신들과  귀한시간을 함께 하실 봉사자분들들이나 초보도 상관없으니 부담없이 연락주세요~^^tel : 031-392-9805※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
처인시네마(장애인권영화 제작 참여),경기,용인시,공통,"용인시처인장애인복지관에서는 성인장애인과 함께하는 장애인 인권영화제작 활동 ""처인시네마""를 진행하고자 합니다활동일시 : 2019. 3. ~ 활동장소 : 용인시처인장애인복지관활동내용 : 성인장애인과 함께 장애인 인권영화제작※ 장애인분들과 함께 즐겁게 인권영화제작에 참여해주실 선생님을 모십니다.자세한 문의사항은 이메일 또는 유선으로 연락 부탁드리며관심자의 많은 지원 바랍니다 :-D※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
지적발달장애인 옹호활동,강원,영월군,공통,"영월군단기케어홈센터 봉사자모집여성지적발달장애인의 학대예방과 인권보호를 위한 장애인식개선활동 및발달장애인과 지역사회활동을함께 참여해주실 봉사자를 모집합니다.재가방문, 상담, 인식개선활동(프로그램진행, 캠페인 등), 자기주장 프로그램 지원 등의 사업에함께 참여하여 영월군의 여성지적발달장애인의 안전지대형성을 도와주실 분을 찾습니다.봉사기간 및 시간 : 2019.03.04 ~ 2019.11.30 기간 중 1회 2시간이상  날자 및 시간, 장소는 사업 담당자와 조율장소 : 기관 내 또는 지역사회 다양한 장소 등 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
안양평촌마을신문기자단 모집,경기,안양시,공통,"안양평촌마을신문은 우리 마을을 알고 사랑하는 사람들의 모임입니다. 우리 마을의 소식을 전해 소통을 이끕니다.마을의 소식을 전하고 싶으신 분 누구나 환영합니다.기자단의 활동은 매주 2, 4째주 토요일 10시반 월례회의에서 기사를 공유합니다.회의 참석 봉사시간 부여 /기사 작성 건당 봉사시간 부여모여진 기사는 안양평촌마을신문 블로그에 게시됩니다.(https://blog.naver.com/ourbuheung)안양평촌마을신문기자단으로 정기적으로 함께하실분을 찾습니다.문의: 기획운영팀 최지은 사회복지사 070-8915-4769※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
어르신과 함께 프로그램,인천,남동구,공통,각종동호회및 개인도 가능합니다.어르신과 함께 즐거움을 나눌수 있는 기회제공해주실분봉사자 선생님의 사랑으로 가인 요양원에 어르신들이 항상 웃을수 있는 기회를 제공해주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
본오종합사회복지관 2019 '다다다 탐험대' 자원봉사자 모집,경기,안산시,공통,2019 “다다다 탐험대”와 함께 할 자원봉사자를 모집합니다!!1. 봉사기간 : 2019년 3월~12월 (매월 셋째주 토요일)2. 신청기간 : 2월 한달간3. 활동내용 : 조별 담당 및 프로그램 보조(아동청소년 문화다양성 향상 프로그램 “다다다 탐험대” 초등생 친구들과 함께 다양한 활동 진행)4. 문의 : 031-438-8385(김승민 복지사) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[보라매]천사무료급식소 자원봉사자모집,서울,영등포구,공통,"천사무료급식소 보라매지소 자원봉사자 모집합니다^^- 행사일시 : 매주 화/목/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 서울특별시 영등포구 여의대방로 95- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-5587-0036 , 보라매지소 담당자문자작성내용 : 성함/생년월일/성별/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[광주] 천사무료급식소 자원봉사자모집,광주,북구,공통,"천사무료급식소 광주지소 자원봉사자 모집합니다^^- 행사일시 : 매주 화/목/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 광주광역시 북구 동문대로 162- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-6531-0038 , 광주지소 담당자문자작성내용 : 성함/생년월일/성별/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[마산] 천사무료급식소 자원봉사자모집,경남,창원시,공통,"천사무료급식소 마산지소 자원봉사자 모집합니다^^- 행사일시 : 매주 화/목/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 경남 창원시 마산회원구 마산역광장로6- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-9582-0039, 마산급식소 담당자문자작성내용 : 성함/생년월일/성별/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[울산]천사무료급식소 자원봉사자모집,울산,남구,공통,"천사무료급식소 울산지소 자원봉사자 모집합니다^^- 행사일시 : 매주 화/목/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 울산광역시 남구 수암로 5- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-9605-0036, 울산지소담당자문자작성내용 : 성함/생년월일/성별/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[대전]천사무료급식소 자원봉사자모집,대전,동구,공통,"천사무료급식소 대전지소 자원봉사자 모집합니다^^- 행사일시 : 매주 화/목/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 대전광역시 동구 역전시장길 4- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-4264-0035 , 대전지소 담당자문자작성내용 : 성함/생년월일/성별/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
